EXPID,PEAKID,YEAR,SEASON,HOST,ROUTE1,ROUTE2,ROUTE3,ROUTE4,NATION,SUCCESS1,SUCCESS2,SUCCESS3,SUCCESS4,SMTDAYS,TOTDAYS,TERMDATE,TERMREASON,SKI,PARAPENTE,TOTMEMBERS,SMTMEMBERS,MDEATHS,TOTHIRED,SMTHIRED,HDEATHS,O2USED,COMRTE,STDRTE,PRIMRTE,CAMP_HEIGHTS,CAMP_SITES_LIST,NUM_CAMPS,TERMREASON_STRING,YEAR_SEASON_DATE,PKNAME,PKNAME2,LOCATION,HEIGHTM,REGION,OPEN,PSTATUS,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M
MAKA00401,MAKA,2000,4,1,W Pillar (to 5800m),S Pillar-S Col (to 6400m),NW side (to 7100m),,Poland,0,0,0,0,34,42,2001-01-15,4,0,0,11,0,0,0,0,0,0,0,False,False,"['4800', '5250', '5800', '5400', '6400', '5300', '6300', '6700', '7100']","[('', 'WPillar'), ('BC(04/12,4800m),', ''), ('ABC(06/12,5250m),', ''), ('', 'C1'), ('', 'm'), ('', 'SPillar'), ('', 'SCol'), ('C1.2(13/12,5400m),', ''), ('', 'C2'), ('', 'm'), ('NWside.ABC(22/12,5300m),', ''), ('C1(26/12,6300m),', ''), ('C2(28/12,6700m),', '')]",13,"Bad weather (storms, high winds)",2000-11-29,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA01104,MAKA,2001,1,1,Makalu La-NW Ridge,,,,Spain,0,0,0,0,29,41,2001-05-13,4,0,0,8,0,0,3,0,0,0,0,True,False,"['4800', '5600', '6200', '6600', '7400', '7600', '8330']","[('BC(02/04,4800m),', ''), ('ABC(05/04,5600m),', ''), ('C1(12/04,6200m),', ''), ('C2(21/04,6600m),', ''), ('C3(29/04,7400m),', ''), ('C4(30/04,7600m),', '')]",6,"Bad weather (storms, high winds)",2001-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA01106,MAKA,2001,1,1,Makalu La-NW Ridge,,,,Austria,1,0,0,0,32,35,2001-05-17,1,0,0,11,3,0,2,0,0,0,0,True,False,"['5600', '6100', '6500', '7400', '7800']","[('BC(12/04,5600m),', ''), ('C1(21/04,6100m),', ''), ('C2(26/04,6500m),', ''), ('C3(29/04,7400m),', ''), ('C4(14/05,7800m),', '')]",5,Success (main peak),2001-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA03101,MAKA,2003,1,1,Makalu La-NW Ridge,,,,China,1,0,0,0,30,37,2003-05-21,1,0,0,9,5,0,4,0,0,0,0,True,False,"['4700', '5700', '6419', '6800', '7400']","[('BC(14/04,4700m),', ''), ('ABC(21/04,5700m),', ''), ('C1(23/04,6419m),', ''), ('C2(02/05,6800m),', ''), ('C3(11/05,7400m),', '')]",5,Success (main peak),2003-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04101,MAKA,2004,1,1,W Pillar,,,,Kazakhstan,1,0,0,0,30,39,2004-05-26,1,0,0,9,4,2,0,0,0,0,0,False,False,"['5250', '5900', '6300', '7400', '7750']","[('BC(17/04,5250m),', ''), ('C1(21/04,5900m),', ''), ('C2(26/04,6300m),', ''), ('C3(06/05,7400m),', ''), ('C4(14/05,7750m),', '')]",5,Success (main peak),2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04102,MAKA,2004,1,1,SE Ridge,,,,UK,0,0,0,0,38,52,2004-05-30,4,0,0,14,0,0,4,0,0,0,0,False,False,"['4800', '5800', '6100', '6600', '7300', '7500']","[('BC(08/04,4800m),', ''), ('C1(14/04,5800m),', ''), ('C2(20/04,6100m),', ''), ('C3(07/05,6600m),', ''), ('C4(15/05,7300m),', '')]",5,"Bad weather (storms, high winds)",2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04103,MAKA,2004,1,1,Makalu La-NW Ridge,,,,UK,1,0,0,0,22,25,2004-05-13,1,0,0,2,1,0,3,3,0,1,0,True,False,"['5600', '6300', '6650', '7400', '7600']","[('BC(18/04,5600m),', ''), ('C1(22/04,6300m),', ''), ('C2(24/04,6650m),', ''), ('C3(27/04,7400m),', ''), ('C4(09/05,7600m),', '')]",5,Success (main peak),2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04105,MAKA,2004,1,1,Makalu La-NW Ridge,,,,Mexico,1,0,0,0,32,35,2004-05-23,1,0,0,4,2,0,4,1,0,1,0,True,False,"['5500', '5700', '6800', '7500']","[('BC(18/04,5500m),', ''), ('ABC(21/04,5700m),', ''), ('C1(24/04,6800m),', ''), ('C2(12/05,7500m),', '')]",4,Success (main peak),2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04106,MAKA,2004,1,1,Makalu La-NW Ridge (variation),,,,Spain,1,0,0,0,27,29,2004-05-18,1,0,0,6,5,0,0,0,0,0,0,True,False,"['5650', '6550', '7600']","[('BC(19/04,5650m),', ''), ('C1(25/04,6550m),', ''), ('C2(14/05,7600m),', '')]",3,Success (main peak),2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04108,MAKA,2004,1,2,NW Ridge-N Face of Kangchungtse-Makalu La-NW Ridge,,,,France,0,0,0,0,27,33,2004-05-24,7,0,0,1,0,0,0,0,0,0,0,False,False,"['4900', '5750', '6500', '7200', '7678', '7400', '7700']","[('BC(21/04,4900m),', ''), ('ABC(23/04,5750m),', ''), ('C1(25/04,6500m),', ''), ('C2(27/04,7200m),', ''), ('', 'C3'), ('', 'series'), ('', 'of'), ('', 'Bivs'), ('', 'Smt'), ('Kangchungtse(16/05,7678m),', ''), ('Biv(17/05,7400m),', '')]",11,"Illness, AMS, exhaustion, or frostbite",2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04107,MAKA,2004,1,2,E Ridge (to 6100m),SE Ridge,,,France,0,1,0,0,38,41,2004-06-01,1,0,0,3,1,0,0,0,0,0,0,False,False,"['4570', '5800', '5700', '6700', '7300', '6100', '6700', '7600']","[('BC(21/04,4570m),', ''), ('C1(26/04,5800m),', ''), ('Biv(08/05,5700m),', ''), ('Biv(09/05,6700m),', ''), ('', 'Biv'), ('', 'm'), ('Biv(23/05,6100m),', ''), ('C1(26/05,6700m),', ''), ('Biv(28/05,7600m),', '')]",9,Success (main peak),2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA04104,MAKA,2004,1,1,Makalu La-NW Ridge,,,,Norway,1,0,0,0,15,21,2004-04-27,1,0,0,5,1,0,3,1,0,1,0,True,False,"['5800', '6500', '7500', '7800']","[('BC(06/04,5800m),', ''), ('C1(10/04,6500m),', ''), ('C2(18/04,7500m),', ''), ('C3(20/04,7800m),', '')]",4,Success (main peak),2004-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA05101,MAKA,2005,1,1,W Pillar,,,,Spain,0,0,0,0,36,51,2005-06-04,4,0,0,10,0,0,3,0,1,0,0,False,False,"['5400', '5800', '6300', '7300', '7600']","[('BC(14/04,5400m),', ''), ('C1(16/04,5800m),', ''), ('C2(23/04,6300m),', ''), ('C3(06/05,7300m),', '')]",4,"Bad weather (storms, high winds)",2005-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA05102,MAKA,2005,1,1,Makalu La-NW Ridge,,,,Spain,0,0,0,0,28,30,2005-05-15,4,0,0,4,0,0,1,0,0,0,0,True,False,"['5400', '6500', '7500', '8250']","[('BC(15/04,5400m),', ''), ('C1(25/04,6500m),', ''), ('C2(04/05,7500m),', '')]",3,"Bad weather (storms, high winds)",2005-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA05401,MAKA,2005,4,1,Makalu La-NW Ridge,,,,France,0,0,0,0,40,40,2006-01-27,6,0,0,1,0,1,0,0,0,0,0,True,False,"['5500', '6900', '7600', '7600', '7700']","[('BC(18/12,5500m),', ''), ('C1(09/01,6900m),', ''), ('C2(26/01,7600m),', ''), ('xxx(26/01,7600m),', '')]",4,Accident (death or serious injury),2005-11-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA06101,MAKA,2006,1,1,Makalu La-NW Ridge,,,,Poland,1,0,0,0,38,11,2006-04-28,1,0,0,2,1,0,1,0,0,1,0,True,False,"['5600', '6600', '7400', '7600', '8200']","[('BC(17/04,5600m),', ''), ('C1(02/05,6600m),', ''), ('C2(12/05,7400m),', ''), ('C3(23/05,7600m),', ''), ('Biv(24/05,8200m),', '')]",5,Success (main peak),2006-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA06102,MAKA,2006,1,1,Makalu La-NW Ridge,,,,Italy,1,0,0,0,51,54,2006-05-27,1,0,0,3,2,0,0,0,0,0,0,True,False,"['4795', '5500', '6300', '7300', '7500']","[('BC(03/04,4795m),', ''), ('ABC(03/04,5500m),', ''), ('C1(24/04,6300m),', ''), ('C2(14/05,7300m),', ''), ('C3(15/05,7500m),', '')]",5,Success (main peak),2006-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA06103,MAKA,2006,1,1,Makalu La-NW Ridge,,,,Italy,1,0,0,0,30,32,2006-05-26,1,0,0,4,2,0,1,1,0,0,0,True,False,"['5000', '5400', '6400', '7400', '7600']","[('BC(24/04,5000m),', ''), ('ABC(26/04,5400m),', ''), ('C1(02/05,6400m),', ''), ('C2(12/05,7400m),', ''), ('C3(22/05,7600m),', '')]",5,Success (main peak),2006-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA06104,MAKA,2006,1,1,Makalu La-NW Ridge,,,,Italy,1,0,0,0,41,44,2006-05-27,1,0,0,6,1,0,3,0,0,1,0,True,False,"['4800', '5600', '6400', '7400', '7600']","[('BC(13/04,4800m),', ''), ('ABC(17/04,5600m),', ''), ('C1(27/04,6400m),', ''), ('C2(12/05,7400m),', ''), ('C3(15/05,7600m),', '')]",5,Success (main peak),2006-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA07101,MAKA,2007,1,1,Makalu La-NW Ridge,,,,Brazil,0,0,0,0,25,29,2007-05-22,5,0,0,4,0,0,1,0,0,1,0,True,False,"['5700', '6600', '7400', '7500', '7750', '7900']","[('ABC(23/04,5700m),', ''), ('C1(25/04,6600m),', ''), ('C2(15/05,7400m),', ''), ('C3(16/05,7500m),', ''), ('C4(17/05,7750m),', '')]",5,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2007-03-02,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA07301,MAKA,2007,3,1,Makalu La-NW Ridge,,,,Italy,0,0,0,0,23,27,2007-10-17,4,0,0,2,0,0,0,0,0,0,0,True,False,"['5650', '6350', '7400', '7400']","[('BC(20/09,5650m),', ''), ('C1(03/10,6350m),', ''), ('C2(13/10,7400m),', '')]",3,"Bad weather (storms, high winds)",2007-08-31,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA07401,MAKA,2007,4,1,Makalu La-NW Ridge,,,,Italy,0,0,0,0,15,29,2008-02-11,4,0,0,3,0,0,0,0,0,0,0,True,False,"['5600', '6500', '7000']","[('BC(13/01,5600m),', ''), ('C1(27/01,6500m),', '')]",2,"Bad weather (storms, high winds)",2007-11-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA07402,MAKA,2007,4,1,Makalu La-NW Ridge,,,,Kazakhstan,0,0,0,0,0,22,2008-02-04,4,0,0,4,0,0,0,0,0,0,0,True,False,"['5600', '6400', '7480']","[('BC(13/01,5600m),', ''), ('C1(16/01,6400m),', '')]",2,"Bad weather (storms, high winds)",2007-11-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08102,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Spain,1,0,0,0,25,29,2008-05-15,1,0,0,2,1,0,2,2,0,0,0,True,False,"['5700', '6700', '7400', '7600']","[('BC(16/04,5700m),', ''), ('C1(20/04,6700m),', ''), ('C2(09/05,7400m),', ''), ('C3(10/05,7600m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08103,MAKA,2008,1,1,Makalu La-NW Ridge,,,,S Korea,1,0,0,0,22,27,2008-05-13,1,0,0,3,1,0,2,2,0,1,0,True,False,"['5600', '6600', '7400', '7800']","[('BC(16/04,5600m),', ''), ('C2(22/04,6600m),', ''), ('C3(06/05,7400m),', ''), ('C4(07/05,7800m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08104,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Romania,1,0,0,0,19,22,2008-05-15,1,0,0,2,1,0,0,0,0,0,0,True,False,"['4800', '5700', '6200', '6800', '7400', '7800']","[('BC(23/04,4800m),', ''), ('ABC(25/04,5700m),', ''), ('C1(29/04,6200m),', ''), ('C2(04/05,6800m),', ''), ('C3(10/05,7400m),', ''), ('C4(11/05,7800m),', '')]",6,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08105,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Brazil,1,0,0,0,20,24,2008-05-15,1,0,0,5,4,0,1,1,0,1,0,True,False,"['5700', '6780', '7440', '7900']","[('BC(21/04,5700m),', ''), ('C1(25/04,6780m),', ''), ('C2(09/05,7440m),', ''), ('C3(10/05,7900m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08106,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Italy,1,0,0,0,28,31,2008-05-14,1,0,0,2,2,0,0,0,0,0,0,True,False,"['4800', '5700', '6100', '7300', '7700']","[('BC(13/04,4800m),', ''), ('ABC(17/04,5700m),', ''), ('C1(26/04,6100m),', ''), ('C2(02/05,7300m),', ''), ('C4(10/05,7700m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08107,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Czech Republic,1,0,0,0,5,7,2008-05-23,1,0,0,2,1,0,0,0,0,0,0,True,False,"['5700', '6400', '7400', '7600']","[('BC(16/05,5700m),', ''), ('C2(18/05,6400m),', ''), ('C3(19/05,7400m),', ''), ('C4(20/05,7600m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08108,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Australia,1,0,0,0,0,0,2008-05-24,1,0,0,3,1,0,0,0,0,0,0,True,False,"['5650', '6200', '6700', '7400', '7950']","[('ABC(28/04,5650m),', ''), ('C1(05/05,6200m),', ''), ('C2(06/05,6700m),', ''), ('C3(12/05,7400m),', ''), ('C4(20/05,7950m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08109,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Portugal,1,0,0,0,21,26,2008-05-24,1,0,0,2,1,0,0,0,0,0,0,True,False,"['5680', '6300', '6700', '7400', '7900']","[('BC(28/04,5680m),', ''), ('C1(02/05,6300m),', ''), ('C2(06/05,6700m),', ''), ('C3(17/05,7400m),', ''), ('C4(18/05,7900m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08110,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Kazakhstan,1,0,0,0,21,23,2008-05-14,1,0,0,4,4,0,0,0,0,0,0,True,False,"['5650', '6150', '6780', '7400', '7900']","[('BC(21/04,5650m),', ''), ('C1(22/04,6150m),', ''), ('C2(27/04,6780m),', ''), ('C3(02/05,7400m),', ''), ('C4(11/05,7900m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08111,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Germany,1,0,0,0,22,24,2008-05-13,1,0,0,1,1,0,0,0,0,0,0,True,False,"['5650', '6200', '6650', '7400', '7650']","[('BC(19/04,5650m),', ''), ('C1(23/04,6200m),', ''), ('C2(24/04,6650m),', ''), ('C3(02/05,7400m),', ''), ('C4(14/05,7650m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08112,MAKA,2008,1,1,SE Ridge,,,,UK,0,0,0,0,44,55,2008-05-31,9,0,0,6,0,0,4,0,0,1,0,False,False,"['4800', '5800', '6100', '6700', '7200', '7500', '7900']","[('BC(06/04,4800m),', ''), ('ABC(12/04,5800m),', ''), ('C1(17/04,6100m),', ''), ('C2(20/04,6700m),', ''), ('C3(02/05,7200m),', ''), ('C4(16/05,7500m),', '')]",6,Lack of time,2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08113,MAKA,2008,1,1,Makalu La-NW Ridge,,,,UK,1,0,0,0,24,42,2008-05-22,1,0,0,11,3,0,4,3,0,1,0,True,False,"['5600', '6100', '6500', '7400', '7600']","[('BC(10/04,5600m),', ''), ('C1(19/04,6100m),', ''), ('C2(22/04,6500m),', ''), ('C3(01/05,7400m),', ''), ('C4(03/05,7600m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08114,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Japan,1,0,0,0,24,29,2008-05-26,1,0,0,7,2,0,6,3,0,1,0,True,False,"['5700', '6350', '6650', '7550', '7850']","[('BC(27/04,5700m),', ''), ('TC1(30/04,6350m),', ''), ('C1(07/05,6650m),', ''), ('C2(13/05,7550m),', ''), ('C3(20/05,7850m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08115,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Hungary,1,0,0,0,17,21,2008-05-22,1,0,0,4,1,0,0,0,0,0,0,True,False,"['5700', '6100', '6600', '7400']","[('BC(01/05,5700m),', ''), ('C1(04/05,6100m),', ''), ('C2(08/05,6600m),', ''), ('C3(09/05,7400m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08116,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Australia,0,0,0,0,24,26,2008-05-21,7,0,0,1,0,0,1,0,0,1,0,True,False,"['5700', '6300', '6750', '7400', '7600', '8450']","[('BC(25/04,5700m),', ''), ('C1(30/04,6300m),', ''), ('C2(01/05,6750m),', ''), ('C3(17/05,7400m),', ''), ('C4(18/05,7600m),', '')]",5,"Illness, AMS, exhaustion, or frostbite",2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08117,MAKA,2008,1,1,Makalu La-NW Ridge,,,,India,0,0,0,0,13,16,2008-05-14,7,0,0,1,0,0,1,0,0,0,0,True,False,"['4800', '5070', '6500', '6900']","[('BC(28/04,4800m),', ''), ('ABC(01/05,5070m),', ''), ('C1(05/05,6500m),', '')]",3,"Illness, AMS, exhaustion, or frostbite",2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08118,MAKA,2008,1,1,Makalu La-NW Ridge,,,,S Korea,1,0,0,0,29,32,2008-05-16,1,0,0,1,1,0,2,1,0,0,0,True,False,"['5600', '6700', '7400']","[('BC(14/04,5600m),', ''), ('C2(22/04,6700m),', ''), ('C4(04/05,7400m),', '')]",3,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08119,MAKA,2008,1,1,Makalu La-NW Ridge,,,,S Korea,1,0,0,0,23,26,2008-05-08,1,0,0,6,3,0,3,3,0,1,0,True,False,"['5600', '6400', '7300', '7600']","[('BC(12/04,5600m),', ''), ('C1(16/04,6400m),', ''), ('C2(17/04,7300m),', ''), ('C3(04/05,7600m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08120,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Latvia,0,0,0,0,25,28,2008-05-25,10,0,0,5,0,0,0,0,0,1,0,True,False,"['5680', '6180', '6740', '7456', '7600', '8250']","[('BC(27/04,5680m),', ''), ('C1(02/05,6180m),', ''), ('C2(08/05,6740m),', ''), ('C3(16/05,7456m),', ''), ('C4(17/05,7600m),', '')]",5,"Route technically too difficult, lack of experience, strength, or motivation",2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08121,MAKA,2008,1,1,Makalu La-NW Ridge,,,,France,1,0,0,0,30,32,2008-05-21,1,0,0,2,1,0,1,1,0,0,0,True,False,"['4300', '5700', '6700', '7400', '7550', '7800']","[('BC(19/04,4300m),', ''), ('ABC(23/04,5700m),', ''), ('C1(30/04,6700m),', ''), ('C2(09/05,7400m),', ''), ('C3A(10/05,7550m),', ''), ('C3B(18/05,7800m),', '')]",6,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08122,MAKA,2008,1,1,Makalu La-NW Ridge,,,,UK,1,0,0,0,25,27,2008-05-23,1,0,0,1,1,0,1,0,0,1,0,True,False,"['5600', '6000', '6400', '7400', '7700']","[('BC(26/04,5600m),', ''), ('C1(28/04,6000m),', ''), ('C2(29/04,6400m),', ''), ('C3(03/05,7400m),', ''), ('C4(05/05,7700m),', '')]",5,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08123,MAKA,2008,1,1,Makalu La-NW Ridge,,,,France,1,0,0,0,28,32,2008-05-22,1,0,0,10,4,0,6,5,1,1,0,True,False,"['4800', '5700', '6300', '6700', '7300', '7800']","[('BC(20/04,4800m),', ''), ('ABC(21/04,5700m),', ''), ('C1(24/04,6300m),', ''), ('C2(25/04,6700m),', ''), ('C3(04/05,7300m),', ''), ('C4(10/05,7800m),', '')]",6,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08124,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Spain,1,0,0,0,21,34,2008-05-23,1,0,0,9,5,0,1,1,0,0,0,True,False,"['5700', '6600', '7450', '7800']","[('BC(19,23,24/04,5700m),', ''), ('C1(24/04,6600m),', ''), ('C2(30/04,7450m),', ''), ('C3(09/05,7800m),', '')]",4,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08125,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Switzerland,1,0,0,0,25,30,2008-05-17,1,0,0,7,2,0,3,2,0,1,0,True,False,"['4700', '5700', '6600', '7400', '7600', '7700', '7800']","[('BC(17/04,4700m),', ''), ('ABC(02/05,5700m),', ''), ('C2(05/05,6600m),', ''), ('C3(06/05,7400m),', ''), ('C4A(11/05,7600m),', ''), ('C4B(12/05,7700m),', ''), ('C4C(12/05,7800m),', '')]",7,Success (main peak),2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08126,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Spain,0,0,0,0,17,22,2008-05-24,4,0,0,4,0,0,0,0,0,0,0,True,False,"['5700', '6100', '6800', '7400', '7700', '8300']","[('BC(02/05,5700m),', ''), ('C1(04/05,6100m),', ''), ('C2(08/05,6800m),', ''), ('C3(17/05,7400m),', ''), ('C4(18/05,7700m),', '')]",5,"Bad weather (storms, high winds)",2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08101,MAKA,2008,1,1,Makalu La-NW Ridge,,,,Spain,0,0,0,0,17,22,2008-05-24,4,0,0,3,0,0,0,0,1,0,0,True,False,"['5760', '6400', '6700', '7400', '7700', '8300']","[('BC(02/05,5760m),', ''), ('C1(04/05,6400m),', ''), ('C2(05/05,6700m),', ''), ('C3(07/05,7400m),', ''), ('C4(18/05,7700m),', '')]",5,"Bad weather (storms, high winds)",2008-03-01,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08301,MAKA,2008,3,1,Makalu La-NW Ridge,,,,Spain,0,0,0,0,21,23,2008-10-17,4,0,0,5,0,0,4,0,0,0,0,True,False,"['5700', '6200', '6700', '7400', '7800', '8000']","[('BC(24/09,5700m),', ''), ('C1(01/10,6200m),', ''), ('C2(07/10,6700m),', ''), ('C3(13/10,7400m),', ''), ('C4(14/10,7800m),', '')]",5,"Bad weather (storms, high winds)",2008-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08302,MAKA,2008,3,1,Makalu La-NW Ridge,,,,UK,0,0,0,0,3,4,2008-10-23,12,0,0,1,0,0,2,0,0,0,0,True,False,"['4900', '5200', '5650', '5650']","[('BC(19/10,4900m),', ''), ('ABC(21/10,5200m),', ''), ('C1(22/10,5650m),', '')]",3,Did not attempt climb,2008-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08303,MAKA,2008,3,1,Makalu La-NW Ridge,,,,Greece,0,0,0,0,15,19,2008-11-05,8,0,0,1,0,0,1,0,0,0,0,True,False,"['5760', '6800']","[('BC(17/10,5760m),', ''), ('C2(30/10,6800m),', '')]",2,"Lack (or loss) of supplies, support or equipment",2008-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08304,MAKA,2008,3,1,Makalu La-NW Ridge,,,,Spain,0,0,0,0,10,21,2008-10-05,5,0,0,2,0,0,5,0,0,0,0,True,False,"['4900', '5700', '6100', '6700', '7000']","[('BC(14/09,4900m),', ''), ('ABC(16/09,5700m),', ''), ('C1(20/09,6100m),', ''), ('C2(23/09,6700m),', '')]",4,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2008-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08305,MAKA,2008,3,1,Makalu La (to 7400m),W Face (to 6300m),W Face (to 6550m),,USA,0,0,0,0,12,32,2008-11-05,4,0,0,5,0,0,2,0,0,0,0,False,False,"['5750', '6700', '7400']","[('BC(04/10,5750m),', ''), ('C2(11/10,6700m),', '')]",2,"Bad weather (storms, high winds)",2008-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
MAKA08306,MAKA,2008,3,1,Makalu La-NW Ridge,,,,India,0,0,0,0,8,19,2008-10-09,5,0,0,1,0,0,2,0,0,0,0,True,False,"['4700', '5700', '6800', '6900']","[('BC(20/09,4700m),', ''), ('ABC(23/09,5700m),', ''), ('C2(27/09,6800m),', '')]",3,"Bad conditions (deep snow, avalanching, falling ice, or rock)",2008-08-30,Makalu,,Makalu Himal,8485,2,True,2,Makalu,,27.890887,87.08841,
